,ask,bid,change,contractSize,contractSymbol,currency,expiration,impliedVolatility,inTheMoney,lastPrice,lastTradeDate,openInterest,percentChange,strike,volume
0,1108.35,1103.35,0.0,REGULAR,AMZN180921C00480000,USD,1537488000,1.0000000000000003e-05,True,1096.25,1525115537,138,0.0,480.0,8
1,932.15,927.15,0.0,REGULAR,AMZN180921C00490000,USD,1537488000,1.0000000000000003e-05,True,887.05,1522773051,10,0.0,490.0,1
2,1095.0,1090.0,-12.400024,REGULAR,AMZN180921C00500000,USD,1537488000,1.0000000000000003e-05,True,1092.15,1521138407,33,-1.1226313,500.0,1
3,1027.25,1022.25,-28.25,REGULAR,AMZN180921C00520000,USD,1537488000,1.0000000000000003e-05,True,1048.3,1521470113,11,-2.624123,520.0,2
4,881.45,876.45,-211.29999,REGULAR,AMZN180921C00540000,USD,1537488000,1.0000000000000003e-05,True,860.7,1522860574,9,-19.71082,540.0,1
5,987.85,982.85,267.55005,REGULAR,AMZN180921C00560000,USD,1537488000,1.0000000000000003e-05,True,1008.9,1521470113,30,36.089577,560.0,1
6,1015.7,1011.1,0.0,REGULAR,AMZN180921C00580000,USD,1537488000,1.0000000000000003e-05,True,1032.65,1521036516,6,0.0,580.0,2
7,1017.95,1012.95,0.0,REGULAR,AMZN180921C00600000,USD,1537488000,1.0000000000000003e-05,True,1008.98,1527183496,323,0.0,600.0,2
8,892.7,888.8,0.0,REGULAR,AMZN180921C00620000,USD,1537488000,1.0000000000000003e-05,True,883.6,1519311145,31,0.0,620.0,11
9,950.05,945.05,0.0,REGULAR,AMZN180921C00640000,USD,1537488000,1.0000000000000003e-05,True,941.15,1525268290,6,0.0,640.0,1
10,866.5,858.8,0.0,REGULAR,AMZN180921C00650000,USD,1537488000,1.0000000000000003e-05,True,873.55,1519752198,133,0.0,650.0,1
11,783.35,778.4,20.900024,REGULAR,AMZN180921C00660000,USD,1537488000,1.0000000000000003e-05,True,794.15,1522338855,10,2.7028806,660.0,10
12,639.5,635.0,0.0,REGULAR,AMZN180921C00670000,USD,1537488000,1.0000000000000003e-05,True,641.15,1516130871,3,0.0,670.0,1
13,767.25,762.25,276.59998,REGULAR,AMZN180921C00680000,USD,1537488000,1.0000000000000003e-05,True,795.6,1517589838,61,53.294796,680.0,1
14,821.25,816.25,0.0,REGULAR,AMZN180921C00690000,USD,1537488000,1.0000000000000003e-05,True,872.6,1521732581,15,0.0,690.0,1
15,610.5,606.0,0.0,REGULAR,AMZN180921C00700000,USD,1537488000,1.0000000000000003e-05,True,611.8,1516201190,73,0.0,700.0,1
16,300.5,295.5,0.0,REGULAR,AMZN180921C00710000,USD,1537488000,1.0000000000000003e-05,True,323.48,1508558146,2,0.0,710.0,2
17,880.1,875.1,0.0,REGULAR,AMZN180921C00720000,USD,1537488000,1.0000000000000003e-05,True,553.29,1515819019,2,0.0,720.0,1
18,961.65,956.65,0.0,REGULAR,AMZN180921C00730000,USD,1537488000,1.0000000000000003e-05,True,972.56,1528306233,10,0.0,730.0,10
19,984.6,979.7,315.7,REGULAR,AMZN180921C00740000,USD,1537488000,0.6628451684570313,True,983.5,1529073662,2,47.274635,740.0,1
20,677.55,672.55,0.0,REGULAR,AMZN180921C00750000,USD,1537488000,1.0000000000000003e-05,True,628.55,1522765707,6,0.0,750.0,1
