80,40,50,10,0.01
86.052,39.746,50.313,9.9678,0.0076492
109.05,39.73,49.786,10.064,0.0092022
68.673,39.63,49.405,10.468,0.0062465
76.387,39.947,49.36,10.477,0.0096278
79.739,39.958,49.271,10.507,0.0080108
65.129,40.008,49.721,10.545,0.0081851
61.559,40.06,49.565,10.463,0.0064424
64.166,40.045,48.995,10.481,0.0039168
93.057,39.802,49.182,10.37,0.0034422
132.11,40.079,49.324,10.374,0.001768
99.94,40.127,50.663,10.277,0.0012253
147.57,40.021,51.433,10.102,0.001039
168.01,39.99,51.765,10.043,0.00074305
165.87,40.201,52.371,10.302,0.00062218
189.87,40.221,52.233,10.484,0.00086421
181.48,40.243,51.241,10.499,0.0016467
176.74,40.197,51.867,10.385,0.0013684
231.72,39.994,51.942,10.173,0.0012643
309.8,39.9,52.847,10.112,0.001136
431.19,39.786,53.428,10.097,0.00081314
525.66,39.796,53.923,10.034,0.0015066
297.22,39.818,53.724,10.101,0.0017949
354.97,39.795,54.24,10.269,0.0022653
526.22,39.893,54.01,10.33,0.001631
618.96,39.847,54.172,10.427,0.0044854
869.24,39.879,54.137,10.463,0.0067192
1161.9,39.765,54.331,10.275,0.0087715
973.33,39.637,55.717,10.301,0.0085896
1113.6,39.6,55.633,10.338,0.0098664
654.34,39.711,55.394,10.133,0.0098025
887.93,39.738,56.188,10.138,0.011819
411.47,39.779,55.78,10.243,0.0091118
271.44,39.686,55.762,9.9818,0.0050552
214.63,39.597,55.019,9.954,0.0079304
69.284,39.675,55.213,9.9614,0.0029673
82.319,39.735,55.525,10.044,0.0052685
86.145,39.562,55.871,10.264,0.0052376
76.678,39.367,55.871,10.27,0.0046201
91.136,39.504,56.245,10.26,0.0070067
67.766,39.503,55.949,10.261,0.0051995
66.88,39.484,54.904,10.371,0.0072314
64.815,39.537,54.575,10.085,0.010078
67.44,39.525,55.054,9.9923,0.010409
70.17,39.556,55.955,10.125,0.0076286
62.197,39.62,56.516,10.172,0.0085335
61.974,39.409,56.178,10.229,0.010439
60.719,39.414,56.393,10.331,0.0081024
65.391,39.413,55.731,10.315,0.0029055
74.478,39.469,56.097,10.05,0.002874
85.684,39.512,56.351,10.29,0.0034344
74.939,39.351,55.423,10.221,0.0033071
75.737,39.372,55.239,10.076,0.0050288
63.182,39.244,56.223,9.9991,0.0060414
54.409,39.202,55.005,10.025,0.0017934
54.373,39.22,54.617,9.9941,0.00071669
64.03,39.349,53.688,10.024,0.0010952
57.847,39.414,53.078,10.038,0.0025717
60.42,39.452,52.128,10.047,0.0010691
58.765,39.268,52.34,10.178,0.0014883
66.677,39.287,51.81,10.184,0.0015663
57.375,39.445,51.868,10.311,0.0026332
57.605,39.169,52.227,10.267,0.0037313
61.406,39.235,52.047,10.219,0.0056298
69.731,38.916,52.405,10.215,0.0067095
83.86,38.882,52.287,10.272,0.0045349
84.908,38.94,52.126,10.305,0.0012004
66.594,38.723,52.323,10.367,0.00094576
60.269,38.829,52.883,10.3,0.0019582
52.478,38.862,52.689,10.507,0.0043719
66.516,38.994,53.635,10.62,0.007673
61.281,39.063,52.913,10.423,0.0093922
66.925,39.009,51.695,10.282,0.0098551
65.28,39.058,51.824,10.053,0.0070043
72.648,39.06,50.519,10.002,0.0075549
65.221,38.818,48.929,9.8697,0.0073564
53.632,38.869,48.845,9.8087,0.014272
44.867,38.919,48.909,10.027,0.0094007
47.177,38.98,48.688,10.085,0.0072797
46.281,39.001,48.5,10.18,0.0021617
45.318,38.991,48.743,10.087,0.0014162
52.123,38.645,48.492,10.185,0.003063
53.853,38.854,48.557,10.318,0.0015369
55.088,38.74,48.338,10.232,0.0045216
65.289,38.653,48.085,10.175,0.0039192
58.634,38.769,49.006,10.117,0.0017093
63.554,38.701,50.013,10.217,0.00070039
70.206,38.578,50.114,10.112,0
67.965,38.67,50.552,10.131,0.00032329
69.871,38.644,51.244,10.1,0.00024121
59.189,38.505,50.364,10.332,0.00087161
50.989,38.728,49.04,10.348,0.0016464
51.595,38.695,49.676,10.413,0.0016707
55.805,38.601,49.703,10.249,0
72.738,38.432,48.925,10.371,0.00032329
66.252,38.399,49.296,10.271,0.00076479
67.847,38.609,49.691,10.283,0.0019656
67.132,38.698,50.718,10.107,0.0032473
50.446,38.572,50.601,10.059,0
47.983,38.553,50.488,9.95,0.00032329
38.623,38.673,49.865,9.8364,0.0011903
41.795,38.883,48.464,9.8118,0
38.033,38.872,48.092,9.8202,0.00032329
38.407,38.772,48.691,9.9983,0.00038694
36.377,38.816,48.12,9.8468,6.82E-05
37.428,38.675,48.245,9.6474,0.00021389
35.274,38.797,47.468,9.5242,0
36.891,38.681,48.221,9.4482,0.00032329
39.498,38.607,48.896,9.4621,0
46.176,38.355,48.439,9.4173,0.00032329
45.226,38.241,47.884,9.8047,0.00067585
35.019,38.284,48.392,9.8007,0.00043217
32.292,38.449,48.956,9.8536,0.00088755
36.2,38.601,49.445,9.7904,0.00065537
32.538,38.399,49.463,9.8468,0.0024081
35.343,38.362,49.634,9.8286,0.0053706
35.757,38.369,49.889,9.6252,0.0046372
40.586,38.376,49.658,9.5578,0.0036689
32.63,38.413,50.718,9.8183,0.0030577
32.056,38.446,50.206,9.8582,0.0031053
28.618,38.387,49.805,10.004,0.0021233
35.613,38.364,49.823,10.072,0.003979
38.371,38.283,49.87,9.9115,0.001797
43.523,38.204,49.285,10.045,0.00062242
38.758,38.335,48.601,10.127,0.0011392
36.988,38.187,48.215,9.9594,0.001044
36.031,38.15,48.024,9.8579,0.0015948
39.766,38.008,48.015,9.7852,0.0017447
38.677,38.102,47.336,9.653,0.0006179
41.332,37.971,46.974,9.6603,0.0011782
32.776,37.763,46.733,9.7793,0.0013279
31.738,37.61,46.192,9.8662,0.0023027
29.43,37.693,46.696,9.6423,0.001392
25.481,37.98,46.961,9.5945,0.002481
26.51,37.916,46.784,9.388,0.0049372
27.118,38.034,47.597,9.6066,0.0034091
27.196,38.253,48.201,9.5553,0.0064906
24.23,38.42,48.131,9.6258,0.0074198
26.344,38.638,48.673,9.6663,0.010999
27.092,38.568,48.559,9.7855,0.0098368
26.433,38.711,48.309,9.8724,0.016365
26.486,38.686,47.864,9.7621,0.018154
25.928,38.5,48.565,9.7588,0.019545
22.303,38.462,49.386,9.7822,0.013405
21.834,38.516,49.965,9.5789,0.017092
20.505,38.763,49.893,9.763,0.022338
19.08,38.887,50.629,9.6879,0.018826
17.569,38.926,50.574,9.7723,0.015305
16.955,39.06,50.693,9.8883,0.015777
14.762,38.998,50.678,9.9057,0.021783
15.622,38.832,50.44,9.9354,0.02485
16.129,38.749,50.595,10.101,0.019974
16.111,38.601,50.741,10.246,0.024738
16.078,38.737,50.183,10.14,0.025587
